Report Date,Bitcoin Supply,7 Day Average Hashrate,Network Difficulty,Last Difficulty Adjustment Block Height,Last Difficulty Change,Price USD,Marketcap,Sats Per Dollar,Bitcoin Price Change Difficulty Period
2024-02-04,19618280.49453234,552573920.345804,75502165623893,828576,7.333505241141839,42576.2913050847,835273625240.0701,2348.7250048023193,3.9
